region,townsize,gender,age,agecat,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,totalspend,pred_total_spend
4,5.0,0,46,4,10,1,2,0,4,2,0,25,3.2188758248682006,2,4.8,0.816,-0.2033409240180301,0.384,-0.9571127263944101,0,1,1,11,1,4,4,4,0,0,0,0,0,0,1,1,13,3,2,1,1,11.5,1,0,0,6,3,27.0,1,0,0,0,0,1,0,0,0,0,2,4,0,0,0,3,3,2,0,21,5,1,1,2,0,15,4,0,2,57,0,10.75,2.3749057545736716,566.3,6.339123973119759,0,0.0,,0.0,,0,0.0,,0.0,,1,8.25,2.1102132003465894,475.0,6.163314804034641,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,17,1,1,1,0,0,0,0,0,1,0,0,0,654.3499999999999,486.0286609899063
4,5.0,1,40,4,11,1,2,0,3,2,0,36,3.58351893845611,2,14.399999999999999,0.658368,-0.41799123347357225,4.525631999999999,1.5097572359074385,0,2,0,-1,-1,1,2,0,2,0,0,0,0,0,0,2,12,3,4,1,0,20.0,2,0,1,1,1,35.0,1,0,0,1,0,0,1,1,1,0,1,4,0,0,0,4,2,1,1,4,2,3,1,1,0,5,2,1,2,17,1,3.3,1.1939224684724346,45.8,3.824284091120139,0,0.0,,0.0,,1,20.4,3.0155349008501706,333.45,5.809492929078315,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,0,0,0,0,1,0,46.4,326.9908509001382
2,4.0,0,20,2,15,3,1,0,0,1,0,41,3.713572066704308,2,8.0,1.29888,0.2615023546683959,1.9811200000000002,0.6836623413487304,1,1,1,14,2,4,10,1,0,0,0,0,0,9,1,1,1,1,2,1,1,17.2,1,1,0,1,1,26.0,1,0,1,1,1,0,0,0,0,0,9,3,1,0,1,4,3,3,0,2,2,3,1,3,0,3,2,1,1,12,0,4.2,1.4350845252893227,38.7,3.655839600035736,0,0.0,,0.0,,0,0.0,,0.0,,1,5.75,1.749199854809259,75.0,4.31748811353631,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0,408.88,372.73747296315923
3,4.0,1,24,2,13,2,2,0,1,1,0,25,3.2188758248682006,2,17.2,3.1304000000000003,1.1411607919140658,1.1695999999999995,0.1566618100133766,1,3,1,15,3,4,2,0,2,0,0,0,0,0,1,1,2,1,1,1,0,10.4,1,0,0,8,4,26.0,0,0,0,0,0,0,0,1,0,0,9,5,0,0,0,3,4,4,0,6,3,2,2,3,0,6,3,1,3,42,0,14.75,2.691243082785829,665.3,6.500238066747841,0,0.0,,0.0,,1,35.65,3.573749146860305,1499.75,7.313053706533203,0,0.0,,0.0,,0,0.0,,0.0,,1,1,0,2,0,0,0,1,1,1,22,1,1,1,1,1,1,1,0,0,0,1,0,189.26,299.38664411581965
1,1.0,1,30,3,19,4,1,1,1,1,0,42,3.7376696182833684,2,24.7,1.670214,0.5129517619315345,8.703786000000001,2.1637581034142777,1,3,0,-1,-1,2,2,2,0,0,0,0,0,0,1,1,7,2,1,1,1,22.8,2,0,0,8,4,22.0,0,0,0,0,0,0,0,1,0,0,1,6,1,1,1,3,4,2,0,3,2,1,4,1,1,4,2,1,1,20,0,3.95,1.3737155789130306,71.55,4.27039650600246,0,0.0,,0.0,,0,0.0,,0.0,,1,25.25,3.228826155721369,475.0,6.163314804034641,0,0.0,,0.0,,0,0,1,2,0,0,0,0,1,1,25,1,1,1,0,1,1,1,0,0,0,0,1,608.19,397.72580705635806
2,5.0,0,60,5,17,4,1,0,4,2,0,57,4.04305126783455,3,7.7,2.839683,1.0436924262248604,1.5493170000000003,0.43781418865725685,0,4,1,15,3,2,0,0,0,0,0,0,0,0,1,1,34,5,5,1,0,29.8,2,0,1,1,1,34.0,1,1,0,0,1,0,0,0,0,0,9,2,1,1,1,4,4,1,0,10,3,3,1,3,0,11,4,0,3,36,1,11.2,2.4159137783010487,412.0,6.021023349349527,1,22.0,3.091042453358316,815.7,6.704046640306535,0,0.0,,0.0,,1,20.0,2.995732273553991,660.0,6.492239835020471,1,29.4,3.380994674344636,1073.95,6.979098719050272,0,0,1,0,1,1,1,1,0,1,13,1,1,1,0,0,0,0,0,1,1,1,0,363.59000000000003,388.80602803204727
1,2.0,1,22,2,13,2,2,0,0,1,0,22,3.091042453358316,1,3.2,0.045056,-3.09984911844656,0.658944,-0.4171167253286397,1,2,0,-1,-1,2,12,0,1,0,0,0,0,11,1,4,2,1,1,1,0,7.6000000000000005,1,1,1,8,4,29.0,0,1,0,0,0,0,1,1,0,0,9,2,1,0,1,4,2,1,0,4,2,2,4,3,0,2,2,1,1,11,1,2.55,0.9360933591703348,21.55,3.070375816549757,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0,128.89000000000001,262.6929976573202
1,1.0,1,68,6,15,3,1,0,14,4,1,10,2.302585092994046,1,3.9,0.11622,-2.1522703323351777,0.27378,-1.2954304148147708,0,5,1,13,2,2,0,0,0,0,0,0,0,0,1,1,19,4,2,0,1,3.7,1,0,1,4,3,24.0,1,0,0,1,0,0,0,0,0,0,9,3,1,0,1,3,1,2,0,17,5,5,1,3,0,14,4,1,3,34,0,9.2,2.2192034840549946,320.2,5.768945800562614,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,3,1,1,0,0,1,1,27,0,0,0,0,1,0,0,0,0,0,0,0,491.58000000000004,217.44242056337902
4,4.0,1,40,4,21,5,2,0,3,2,0,88,4.477336814478207,4,6.4,2.010624,0.6984451216532432,3.6213759999999997,1.2868540641112236,1,2,1,18,4,2,0,0,0,0,0,0,0,0,1,4,12,3,2,1,1,38.800000000000004,2,0,1,8,4,25.0,1,0,1,0,0,0,0,1,0,0,9,5,0,0,1,2,2,2,0,22,5,4,1,3,0,17,5,0,1,43,0,10.4,2.341805806147327,466.0,6.144185634125646,1,31.5,3.449987545831587,1341.35,7.201431848481587,1,48.2,3.8753590210565547,2084.0,7.642044402873258,1,13.75,2.6210388241125804,600.0,6.396929655216146,1,53.55,3.980615796893758,2231.5,7.710429284069325,1,1,1,3,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,0,0,0,0,926.7800000000001,495.9263117126126
1,1.0,1,52,5,10,1,3,0,12,4,0,67,4.204692619390966,3,23.200000000000003,6.932624,1.936238385113066,8.611376,2.153084119840286,1,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,15,3,2,1,0,53.5,3,1,0,1,1,19.0,1,0,0,0,1,0,0,0,0,0,9,3,1,0,1,4,4,3,0,22,5,1,4,1,0,12,4,1,3,43,0,7.45,2.0082140323914683,318.8,5.76456394691606,0,0.0,,0.0,,0,0.0,,0.0,,1,28.0,3.332204510175204,1140.0,7.038783541388542,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0,674.3299999999999,480.248678396474
4,1.0,0,67,6,13,2,2,0,6,3,1,16,2.772588722239781,1,33.800000000000004,1.806272,0.5912650527352263,3.6017280000000005,1.2814137302989153,0,3,1,11,1,3,0,0,0,0,0,0,0,0,1,4,28,5,3,1,1,7.5,1,0,0,1,1,17.0,1,0,0,0,1,0,0,1,0,0,9,3,1,0,0,4,1,3,0,25,5,1,2,1,1,20,5,0,2,61,0,22.25,3.1023420086122493,1320.0,7.1853870155804165,1,19.0,2.9444389791664403,1170.45,7.06514356923088,0,0.0,,0.0,,1,17.25,2.847812143477369,1045.0,6.951772164398911,0,0.0,,0.0,,1,0,0,0,1,1,1,1,0,1,12,1,1,1,0,0,0,1,0,0,0,0,0,312.6,290.8810875444282
4,3.0,0,45,4,12,2,2,1,3,2,0,50,3.912023005428146,3,2.3,0.1219,-2.104554242494911,1.0281,0.0277124385665358,0,3,1,12,2,4,10,3,0,0,0,0,0,7,0,2,21,4,2,1,0,28.200000000000003,2,1,0,1,1,35.0,1,0,0,0,1,0,1,1,0,0,9,2,1,1,1,4,4,1,1,5,2,1,3,1,0,2,2,1,2,7,0,2.9,1.0647107369924282,22.75,3.1245651453969594,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0,467.23,432.91742530417974
3,4.0,0,67,6,11,1,1,0,8,3,0,57,4.04305126783455,3,11.0,1.9687800000000002,0.6774140615709457,4.301220000000001,1.4588987033885776,0,5,1,13,2,2,1,0,1,0,0,0,0,0,1,1,42,5,3,1,1,33.7,2,1,0,1,1,29.0,1,0,1,0,0,0,0,0,0,1,9,2,0,0,0,3,3,2,0,30,5,5,4,1,0,19,5,1,2,48,0,16.0,2.772588722239781,767.05,6.642551988290783,0,0.0,,0.0,,0,0.0,,0.0,,1,14.25,2.6567569067146595,720.0,6.579251212010101,0,0.0,,0.0,,0,0,0,0,1,0,0,0,0,1,21,1,1,1,0,0,0,0,0,0,0,0,0,1136.7,464.63481025677874
3,1.0,1,28,3,13,2,2,0,1,1,0,45,3.8066624897703196,2,4.3999999999999995,0.3564,-1.0317015833854828,1.6236,0.4846459059826056,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,7,2,1,1,1,14.3,1,1,0,5,3,18.0,0,0,0,1,1,0,0,0,0,0,9,5,1,0,0,2,3,4,0,8,3,3,3,4,1,8,3,0,3,27,0,9.6,2.2617630984737906,241.8,5.488110938180692,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,1,1,0,1,1,27,1,1,1,0,1,0,1,0,0,0,0,0,378.43,356.8565500209183
2,1.0,0,41,4,14,2,5,0,10,3,0,51,3.9318256327243257,3,15.4,5.772690000000001,1.7531381763865177,2.0813099999999993,0.7329975031599028,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,14,3,2,1,0,24.6,2,1,0,1,1,18.0,1,0,1,0,0,0,0,0,0,0,9,4,1,0,0,2,3,4,0,12,4,3,3,4,0,15,4,1,1,32,0,12.6,2.533696813957432,395.5,5.980150787207709,1,30.5,3.417726683613366,964.45,6.871557990670249,0,0.0,,0.0,,1,14.25,2.6567569067146595,435.0,6.075346031088684,0,0.0,,0.0,,0,1,0,0,1,1,1,1,0,1,25,1,1,1,0,0,0,0,1,0,1,0,0,300.24,403.96754057791117
1,1.0,0,52,5,21,5,1,0,9,3,0,82,4.406719247264253,4,6.5,2.3132200000000003,0.8386404932960211,3.01678,1.104190037398799,0,4,1,15,3,2,4,0,1,0,0,0,0,3,1,3,19,4,2,1,0,47.5,3,0,1,10,5,23.0,0,1,0,0,0,0,0,1,0,1,9,4,1,0,1,4,1,3,0,5,2,2,3,4,0,5,2,1,3,18,1,6.15,1.8164520818184267,109.8,4.69866052907543,1,22.0,3.091042453358316,375.35,5.927858924019011,1,37.9,3.634951112088381,600.85,6.3983453193573085,1,8.25,2.1102132003465894,160.0,5.075173815233827,1,26.85,3.2902658209548736,468.95,6.150496152954948,1,0,1,2,0,0,1,0,1,1,20,1,1,1,1,1,1,1,0,0,0,0,0,585.45,427.34287208898013
1,1.0,1,41,4,20,5,2,0,1,1,0,35,3.5553480614894135,2,16.0,1.6744,0.515454892149653,3.9256,1.3675192057935566,0,2,0,-1,-1,3,3,0,0,1,2,0,0,0,1,1,9,3,1,0,0,19.400000000000002,1,0,0,2,1,27.0,0,1,0,1,0,0,0,0,0,0,9,3,0,0,1,4,4,2,0,12,4,1,3,4,0,9,3,0,1,23,0,9.05,2.2027647577118348,186.2,5.226821364842967,0,0.0,,0.0,,1,33.95,3.5248888540047054,798.05,6.682171252128567,0,0.0,,0.0,,0,0.0,,0.0,,1,0,0,1,0,1,0,1,1,1,16,1,1,1,0,1,0,1,0,0,0,0,0,290.71000000000004,359.096979535208
1,1.0,0,18,2,13,2,2,0,0,1,0,48,3.871201010907891,2,5.7,1.1655360000000001,0.1531810670475375,1.570464,0.4513711170977334,0,1,0,-1,-1,1,6,2,2,2,0,0,0,0,1,1,0,1,4,1,1,22.400000000000002,2,0,1,1,1,16.0,1,0,0,0,0,0,0,0,0,1,9,2,1,0,0,3,1,1,0,1,1,2,1,1,0,1,1,1,3,4,0,2.9,1.0647107369924282,6.7,1.9021075263969205,1,27.5,3.3141860046725258,102.15,4.626442321263631,0,0.0,,0.0,,1,18.5,2.917770732084279,65.0,4.174387269895637,0,0.0,,0.0,,0,1,0,0,1,1,1,1,1,1,17,1,0,1,0,0,1,0,1,0,0,0,0,659.46,398.77606463367647
2,2.0,1,57,5,20,5,1,0,18,5,0,82,4.406719247264253,4,5.5,0.44648999999999994,-0.8063382753329603,4.06351,1.402047132140788,0,4,1,19,4,2,2,2,0,0,0,0,0,0,0,2,21,4,0,-1,-1,-1.0,-1,-1,1,8,4,34.0,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,3,1,2,0,31,5,2,3,4,0,23,5,0,3,60,0,30.95,3.432372999130605,1889.15,7.543882271442634,1,26.25,3.2676659890376327,1600.55,7.378102599159377,1,42.65,3.753027273937688,2588.15,7.858698613755715,1,28.0,3.332204510175204,1730.0,7.455876687491824,1,45.1,3.8088822465086327,2768.95,7.92622346594762,1,1,1,4,1,1,1,1,1,1,17,1,1,1,1,1,1,1,1,1,0,0,0,198.59,394.52028410168407
2,1.0,0,40,4,14,2,3,0,7,3,0,59,4.07753744390572,3,8.9,1.5595469999999998,0.4443953944762847,3.6914529999999997,1.30602014748425,1,4,1,13,2,4,6,0,1,0,0,0,0,5,1,1,10,3,1,1,0,36.4,2,0,1,3,2,28.0,0,0,1,0,0,0,0,0,0,0,9,4,0,0,1,3,4,3,0,17,5,2,1,2,1,6,3,1,3,20,0,9.85,2.2874714551839976,227.4,5.426710581316436,1,27.0,3.295836866004329,501.0,6.2166061010848646,1,36.9,3.6082115510464816,744.25,6.6123769998958855,1,9.75,2.277267285009756,175.0,5.1647859739235145,0,0.0,,0.0,,1,0,0,1,0,1,1,0,0,1,20,1,1,1,0,1,1,1,1,1,0,0,0,415.27000000000004,410.8919397688066
2,2.0,1,50,5,14,2,3,0,20,5,0,133,4.890349128221754,5,8.5,7.031710000000001,1.9504299194869756,4.27329,1.4523840223673838,0,5,1,9,1,2,0,0,0,0,0,0,0,0,1,1,22,4,4,1,0,56.300000000000004,3,1,0,1,1,24.0,1,0,0,1,1,0,0,0,0,0,9,4,1,0,1,2,1,4,0,23,5,3,1,4,1,21,5,0,3,58,0,22.7,3.122364924487357,1281.55,7.155825561820206,1,30.25,3.4094961844768505,1808.05,7.50000419543699,0,0.0,,0.0,,1,25.25,3.228826155721369,1415.0,7.254884810077338,0,0.0,,0.0,,0,1,0,0,1,1,1,1,0,1,23,1,1,1,0,0,0,0,0,1,0,0,0,60.550000000000004,517.6531539818874
2,1.0,0,40,4,14,2,3,0,11,4,0,36,3.58351893845611,2,13.100000000000001,0.6508079999999999,-0.42954061114980796,4.065192000000001,1.4024609743566807,0,4,0,-1,-1,1,10,1,0,0,0,0,0,9,1,1,17,4,1,1,0,19.0,1,0,1,4,3,21.0,0,1,0,1,0,1,0,0,0,0,9,4,0,0,1,2,1,3,0,23,5,4,3,2,0,20,5,0,2,43,1,10.8,2.379546134130174,465.65,6.143434278967667,0,0.0,,0.0,,1,38.8,3.6584202466292277,1590.4,7.37174083590231,0,0.0,,0.0,,1,30.9,3.4307561839036995,1301.6,7.171349555904828,1,0,0,4,0,0,0,0,1,1,26,1,1,1,0,1,1,1,0,1,0,0,0,664.32,400.75448789204216
2,2.0,0,43,4,17,4,2,1,4,2,0,24,3.1780538303479458,1,15.6,0.8423999999999999,-0.1715003181623714,2.9015999999999997,1.0652623089865554,0,3,0,-1,-1,1,7,1,0,0,0,0,0,6,1,1,9,3,2,1,0,9.8,1,1,0,1,1,20.0,1,0,0,1,0,0,0,0,0,0,9,6,1,0,1,5,2,1,1,9,3,3,1,1,0,6,3,1,1,15,0,6.5,1.8718021769015913,96.7,4.571613402459248,1,21.5,3.068052935133617,324.7,5.7829016791088,1,35.95,3.5821290841670557,510.8,6.235978124158384,1,5.75,1.749199854809259,70.0,4.248495242049359,1,34.6,3.543853682063679,487.15,6.1885720838713505,1,1,0,3,1,0,1,0,1,1,14,1,1,1,1,1,1,1,0,0,0,0,1,268.42,327.2574466897436
2,3.0,1,21,2,16,3,2,0,0,1,0,23,3.1354942159291497,1,38.2,0.667736,-0.40386239314221817,8.118264,2.094116338213135,1,1,1,10,1,6,5,2,0,0,0,0,3,0,0,2,1,1,5,1,1,9.0,1,0,1,1,1,24.0,1,0,0,0,0,0,0,1,0,1,1,6,0,1,0,5,1,1,0,3,2,3,2,2,1,3,2,1,1,32,1,5.55,1.713797927758343,233.55,5.453396186948117,0,0.0,,0.0,,1,32.75,3.488902962081261,1019.2,6.926773284817899,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,4,0,0,0,0,1,1,18,1,1,1,0,1,0,1,0,1,0,0,0,199.76,315.3463591661556
4,2.0,1,30,3,14,2,2,0,1,1,0,45,3.8066624897703196,2,9.2,1.39932,0.33598640433810467,2.74068,1.008206064792094,0,5,1,14,2,4,0,0,0,0,0,0,0,0,0,3,7,2,1,1,0,28.400000000000002,2,0,0,2,1,23.0,0,1,0,0,0,0,1,0,0,0,9,2,0,0,0,2,1,3,0,9,3,4,2,3,0,7,3,0,1,26,0,9.9,2.2925347571405443,218.7,5.387700927682722,1,17.5,2.8622008809294686,475.85,6.165102678518353,0,0.0,,0.0,,0,0.0,,0.0,,0,0.0,,0.0,,0,0,0,0,0,1,1,1,0,1,24,1,1,1,1,0,1,0,0,0,0,1,0,163.85,418.7312536882769
1,4.0,1,26,3,21,5,5,0,0,1,0,40,3.6888794541139363,2,8.0,0.2272,-1.4819245921351407,2.9728000000000003,1.0895042696373824,0,2,1,22,5,5,0,0,0,0,0,0,0,0,1,4,3,2,3,1,1,20.1,2,0,1,1,1,34.0,1,0,0,1,0,0,0,0,0,0,3,4,0,0,1,5,1,1,0,2,2,3,2,4,0,2,2,0,3,5,1,6.3,1.840549633397487,35.9,3.580737295494233,0,0.0,,0.0,,1,28.45,3.34814816057234,132.55,4.886959932735035,0,0.0,,0.0,,0,0.0,,0.0,,0,1,0,4,0,0,0,0,1,1,14,1,1,1,0,1,1,1,0,0,0,0,0,320.96999999999997,360.2788580315576
5,4.0,0,34,3,20,5,3,0,4,2,0,42,3.7376696182833684,2,5.7,0.464436,-0.7669315127830275,1.929564,0.6572940706602727,0,3,1,17,4,5,5,1,0,0,0,0,0,4,1,1,8,3,2,1,1,23.3,2,0,0,1,1,32.0,1,0,0,1,0,0,0,1,0,0,9,5,0,0,0,2,3,2,1,16,5,3,4,3,0,12,4,1,3,44,1,9.1,2.2082744135228043,401.8,5.995954452380834,1,27.75,3.3232358401924436,1210.4,7.098706162474146,1,52.65,3.9636662385799846,2286.35,7.734711938497017,1,22.0,3.091042453358316,935.0,6.840546529288687,1,57.2,4.046553898385752,2541.6,7.840549082955306,1,1,1,3,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,0,0,0,0,357.76,352.3138153201461
3,3.0,0,76,6,8,1,1,0,12,4,0,34,3.5263605246161616,2,6.800000000000001,0.7514000000000001,-0.2858171458422684,1.5606000000000002,0.44507036270052397,0,3,1,10,1,2,10,0,3,0,0,0,0,7,1,1,44,5,2,1,1,11.3,1,0,0,1,1,29.0,1,0,1,0,0,0,0,0,0,0,1,4,1,0,0,2,1,1,0,40,5,3,3,4,0,30,5,0,2,72,0,81.05,4.395066248181685,5920.8,8.686226853883257,0,0.0,,0.0,,0,0.0,,0.0,,1,83.75,4.427836170705175,5855.0,8.675051276031818,0,0.0,,0.0,,1,0,0,0,1,0,0,0,0,1,16,1,1,1,0,0,0,0,0,1,0,0,0,123.24000000000001,331.1863969958783
3,1.0,1,35,4,13,2,5,0,8,3,0,34,3.5263605246161616,2,2.6,0.31558800000000004,-1.1533177135469914,0.5684119999999999,-0.5649087710890114,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,7,2,4,1,0,20.400000000000002,2,1,0,1,1,22.0,1,0,0,0,0,0,0,0,0,0,9,4,0,1,0,2,4,1,0,3,2,3,4,3,0,2,2,1,1,7,0,3.6,1.2809338454620642,29.6,3.3877743613300146,1,15.25,2.7245795030534206,102.25,4.627420794922911,0,0.0,,0.0,,1,27.5,3.3141860046725258,160.0,5.075173815233827,0,0.0,,0.0,,0,1,0,0,1,1,1,0,0,1,19,0,0,1,0,0,0,0,0,1,0,0,0,431.54,318.633973641097
1,1.0,1,62,5,11,1,1,0,9,3,1,14,2.6390573296152584,1,20.1,1.1002740000000002,0.0955592396954262,1.7137259999999999,0.5386699474199572,0,2,1,11,1,2,0,0,0,0,0,0,0,0,1,1,34,5,5,0,0,6.300000000000001,1,0,0,1,1,28.0,1,0,1,0,0,1,0,0,0,1,9,3,0,0,0,5,3,4,0,35,5,3,1,3,0,25,5,1,3,69,0,26.9,3.292126286607793,1855.2,7.525747785941322,0,0.0,,0.0,,0,0.0,,0.0,,1,42.0,3.7376696182833684,2920.0,7.979338895262328,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,0,0,1,0,0,0,118.45,255.0802733644224
1,1.0,1,31,3,16,3,2,0,2,2,0,25,3.2188758248682006,2,3.0,0.438,-0.8255363686056909,0.312,-1.1647520911726548,0,1,0,-1,-1,2,10,1,2,0,0,0,0,7,1,3,4,2,3,1,1,8.4,1,1,0,1,1,25.0,1,0,0,0,0,0,0,1,0,1,9,6,0,0,1,2,2,3,0,2,2,3,2,1,0,1,1,1,1,3,1,2.85,1.0473189942805592,4.35,1.4701758451005926,1,12.75,2.5455312716044354,38.55,3.6519561000093383,0,0.0,,0.0,,0,0.0,,0.0,,1,18.75,2.9311937524164198,36.2,3.5890591188317256,0,1,0,2,0,0,0,0,0,1,21,1,0,1,0,1,1,1,0,0,0,0,0,279.03000000000003,283.4201201489395
3,4.0,0,22,2,16,3,4,0,0,1,0,23,3.1354942159291497,1,9.4,0.555634,-0.5876454748699008,1.606366,0.4739744849526386,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,12.3,1,1,0,4,3,25.0,0,0,0,1,0,0,0,0,0,0,9,4,0,0,1,1,1,4,0,4,2,4,3,4,0,5,2,1,1,20,0,7.55,2.0215475632609334,171.5,5.144583266605995,1,17.25,2.847812143477369,335.8,5.81651574464344,1,36.6,3.6000482404073204,678.7,6.520179203709713,0,0.0,,0.0,,1,22.5,3.1135153092103742,421.7,6.044294160752514,1,0,0,4,0,0,1,0,1,1,13,1,1,1,0,1,1,1,1,0,0,0,0,484.5,585.322701398576
4,1.0,0,62,5,16,3,1,0,6,3,0,55,4.007333185232471,3,15.299999999999999,1.9606949999999996,0.6732990022263327,6.454305,1.8647473500278884,0,4,1,16,3,2,0,0,0,0,0,0,0,0,0,2,24,4,1,1,0,23.1,2,0,1,8,4,15.0,1,1,0,1,0,0,0,1,0,0,9,4,0,0,1,2,3,4,1,31,5,5,2,2,1,21,5,0,2,70,0,23.3,3.1484533605716547,1589.8,7.371363501139013,1,40.75,3.7074558396868715,2782.2,7.93099726062547,1,50.7,3.9259259105971376,3422.7,8.138184992270434,1,55.0,4.007333185232471,3840.0,8.253227645581772,1,50.8,3.927896354584436,3569.4,8.180152793421914,1,1,1,4,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,0,0,289.1,447.6628069639509
2,1.0,1,74,6,12,2,3,0,38,5,1,79,4.3694478524670215,4,7.5,2.008575,0.697425515419508,3.916425,1.365179247890744,0,4,0,-1,-1,1,6,0,2,0,0,0,0,4,0,2,24,4,3,1,1,27.0,2,0,1,1,1,23.0,1,0,0,0,0,0,0,0,0,0,2,6,1,1,0,1,1,1,0,35,5,3,3,4,1,27,5,0,2,71,0,35.3,3.563882963939251,2533.55,7.837376760264935,1,20.5,3.0204248861443626,1335.95,7.197397928246552,0,0.0,,0.0,,1,19.75,2.9831534913471307,1270.0,7.146772179452637,0,0.0,,0.0,,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,0,0,1,0,0,1125.1100000000001,899.8953244825741
1,1.0,0,77,6,19,4,4,0,37,5,1,32,3.4657359027997265,2,2.5,0.27840000000000004,-1.2786963505218722,0.5216000000000001,-0.6508542683696937,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,25,4,0,-1,-1,-1.0,-1,-1,0,10,5,22.0,0,0,0,0,0,0,0,0,0,1,9,3,0,0,0,3,3,1,1,30,5,2,1,1,0,24,5,1,1,61,0,12.05,2.489064659936664,765.35,6.640333245537716,0,0.0,,0.0,,1,32.2,3.4719664525503626,1844.25,7.519827969764411,1,13.25,2.583997552432231,835.0,6.727431724850855,0,0.0,,0.0,,1,0,0,3,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0,435.78999999999996,291.2563561262751
2,2.0,1,61,5,9,1,5,0,25,5,0,86,4.454347296253507,4,2.1,0.85785,-0.15332601995270217,0.94815,-0.05324256139571958,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,32,5,1,1,0,48.0,3,0,0,4,3,34.0,0,0,0,1,0,0,0,0,0,0,9,6,1,1,0,3,2,1,0,26,5,5,4,1,0,14,4,0,2,41,0,6.25,1.8325814637483102,297.75,5.696254208235409,0,0.0,,0.0,,0,0.0,,0.0,,1,28.0,3.332204510175204,1105.0,7.007600613951853,0,0.0,,0.0,,0,0,0,0,0,0,0,0,0,1,23,1,1,1,0,0,1,0,0,1,0,0,0,347.87,506.0156743903979
1,1.0,0,78,6,18,4,2,0,5,2,1,9,2.1972245773362196,1,18.3,0.441396,-0.8178128472757771,1.2056040000000001,0.1869806861746779,0,1,1,14,2,2,9,0,0,0,0,0,0,9,0,4,39,5,2,0,1,5.5,1,1,0,1,1,10.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,4,1,0,32,5,2,1,1,0,22,5,0,2,59,0,18.55,2.920469789053444,1098.4,7.001609854453761,0,0.0,,0.0,,1,34.05,3.527830032595521,1938.85,7.569850292786613,1,13.25,2.583997552432231,800.0,6.684611727667927,0,0.0,,0.0,,1,1,0,3,0,1,1,0,0,1,22,0,0,0,0,1,1,1,0,0,0,1,1,55.49,181.8769391380198
